Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14755,Star Wars The Clone Wars: Republic Heroes,21,2009,10,LucasArts,0,0.02,0,0,0.03
14756,CID The Dummy,16,2009,2,Oxygen Interactive,0.02,0,0,0,0.03
14757,Xblaze: Lost Memories,23,2015,12,Arc System Works,0.02,0,0,0.01,0.03
14758,DiRT Rally,21,2016,3,Codemasters,0,0.03,0,0,0.03
14759,The Perfect Golf,12,1995,1,Seta Corporation,0,0,0.03,0,0.03
14760,Let's Sing 2016,10,2015,10,FuRyu Corporation,0.02,0,0,0.01,0.03
14761,Wrestle Kingdom,3,2006,11,Yuke's,0,0,0.03,0,0.03
14762,Demon Driver: Time to Burn Rubber!,6,2003,3,Ignition Entertainment,0.02,0.01,0,0,0.03
14763,The Golf Club,18,2014,1,Unknown,0.02,0,0,0,0.03
14764,Bigfoot King of Crush,1,2011,3,Zoo Games,0.02,0,0,0,0.03
14765,Mojo!,20,2003,6,DreamCatcher Interactive,0.02,0.01,0,0,0.03
14766,Infinite Stratos 2: Ignition Hearts,4,2014,12,5pb,0,0,0.03,0,0.03
14767,Cabela's Big Game Hunter: Pro Hunts,5,2014,8,Activision,0.02,0,0,0,0.03
14768,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,3,2006,12,Konami Digital Entertainment,0,0,0.03,0,0.03
14769,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,9,2013,11,Arc System Works,0,0,0.03,0,0.03
14770,The Sims 2: Bon Voyage,21,2007,9,Electronic Arts,0.01,0.01,0,0,0.03
14771,Buffy the Vampire Slayer: Chaos Bleeds,19,2003,10,Vivendi Games,0.02,0.01,0,0,0.03
14772,Clannad,5,2008,12,Prototype,0,0,0.03,0,0.03
14773,Brothers Conflict: Passion Pink,16,2012,10,Idea Factory,0,0,0.03,0,0.03
14774,Kuryuu Youma Gakuenki Recharge,3,2006,12,Atlus,0,0,0.03,0,0.03
14775,My Frogger: Toy Trials,13,2006,10,Konami Digital Entertainment,0.02,0,0,0,0.03
14776,Jet Grind Radio,6,2003,10,Sega,0.02,0.01,0,0,0.03
14777,Farm Frenzy 3,13,2011,13,Unknown,0,0.02,0,0,0.03
14778,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,13,2009,10,Russel,0,0,0.03,0,0.03
14779,3DS Classic Collection,9,2016,7,Sega,0.02,0,0,0,0.03
14780,Baldur's Gate: Dark Alliance,6,2004,5,"Destination Software, Inc",0.02,0.01,0,0,0.03
14781,GRID Autosport,21,2014,3,Codemasters,0,0.02,0,0,0.03
14782,The Adventures of Lomax,12,1996,2,Psygnosis,0.01,0.01,0,0,0.03
14783,Neverwinter Nights Diamond,21,2004,5,Atari,0,0.02,0,0,0.03
14784,Divinity II: Flames of Vengeance,21,2010,5,DTP Entertainment,0,0.02,0,0.01,0.03
14785,Under the Skin,3,2004,10,Capcom,0.01,0.01,0,0,0.03
14786,Battlefield 2142,21,2006,8,Electronic Arts,0,0.02,0,0,0.03
14787,Kabu Trader Shun,13,2007,10,Capcom,0,0,0.03,0,0.03
14788,Air Conflicts: Secret Wars,21,2011,9,bitComposer Games,0,0.02,0,0.01,0.03
14789,Poy Poy,12,1997,10,Konami Digital Entertainment,0.01,0.01,0,0,0.03
14790,Hermie Hopperhead: Scrap Panic,12,1995,2,Sony Computer Entertainment,0,0,0.02,0,0.03
14791,Lost Planet 2,21,2010,8,Capcom,0,0.02,0,0.01,0.03
14792,NHL 07,20,2006,1,Electronic Arts,0.02,0.01,0,0,0.03
14793,DrumMania 7th Mix,3,2001,9,Konami Digital Entertainment,0,0,0.03,0,0.03
14794,Runabout 3: Neo Age,3,2002,3,BAM! Entertainment,0,0,0.03,0,0.03
14795,AM2IA World,23,2014,12,Idea Factory,0,0,0.03,0,0.03
14796,Captain Morgane and the Golden Turtle,4,2012,12,Reef Entertainment,0,0.02,0,0.01,0.03
14797,Bully: Scholarship Edition,21,2008,10,Take-Two Interactive,0,0.02,0,0,0.03
14798,My Ballet Studio,1,2009,9,505 Games,0.02,0,0,0,0.03
14799,Guild Wars,21,2005,5,NCSoft,0.02,0,0,0,0.03
14800,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,16,2010,12,Prototype,0,0,0.03,0,0.03
14801,Archer Maclean Presents: Pool Paradise,19,2004,1,Ignition Entertainment,0.02,0.01,0,0,0.03
14802,Sengoku Efuda Yuugi: Hototogisu Tairan,16,2010,13,Irem Software Engineering,0,0,0.03,0,0.03
14803,Battlezone,16,2006,8,Atari,0.02,0,0,0,0.03
14804,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,13,2007,1,Marvelous Interactive,0,0,0.03,0,0.03
14805,Medal of Honor: Vanguard,3,2007,8,Electronic Arts,0,0,0.03,0,0.03
14806,Touch Shot! Love Application,4,2012,12,Compile Heart,0,0,0.03,0,0.03
14807,Nanotek Warrior,12,1997,8,Virgin Interactive,0.01,0.01,0,0,0.03
14808,Galileo,13,2008,12,D3Publisher,0,0,0.03,0,0.03
14809,Cake Mania: Baker's Challenge,3,2008,6,Destineer,0.01,0.01,0,0,0.03
14810,Captain Tsubasa J: The Way to World Youth,14,1995,1,Namco Bandai Games,0,0,0.03,0,0.03
14811,Super Monkey Ball Adventure,3,2006,2,Sega,0.01,0.01,0,0,0.03
14812,Alien Breed Trilogy,5,2011,8,Mastertronic,0,0.02,0,0,0.03
14813,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,23,2015,9,FuRyu,0,0,0.03,0,0.03
14814,Sengoku Basara: Sanada Yukimura-Den,10,2016,10,Capcom,0,0,0.03,0,0.03
14815,CID The Dummy,1,2009,2,Oxygen Interactive,0.02,0,0,0,0.03
14816,Kisuato,23,2015,12,TGL,0,0,0.03,0,0.03
14817,Madden NFL 07,6,2006,1,Electronic Arts,0.02,0.01,0,0,0.03
14818,Renegade Racers,12,1999,3,Interplay,0.01,0.01,0,0,0.03
14819,The Legend of Korra (3DS),9,2014,13,Activision,0.02,0,0,0,0.03
14820,AniMates!,13,2007,9,Lexicon Entertainment,0.02,0,0,0,0.03
14821,Monster High 13 Wishes,17,2013,10,Little Orbit,0.02,0,0,0,0.03
14822,Franklin the Turtle,6,2005,7,Game Factory,0.02,0.01,0,0,0.03
14823,Steins;Gate 0,4,2015,12,5pb,0,0,0.03,0,0.03
14824,Catan,13,2009,13,CDV Software Entertainment,0,0.02,0,0,0.03
14825,Backyard NFL Football,1,2007,1,Atari,0.02,0,0,0,0.03
14826,Captain Morgane and the Golden Turtle,21,2012,12,Reef Entertainment,0,0.02,0,0,0.03
14827,Gauntlet / Rampart,6,2005,7,Zoo Digital Publishing,0.02,0.01,0,0,0.03
14828,Age of Empires III: Gold Edition,21,2007,13,Microsoft Game Studios,0,0.02,0,0.01,0.03
14829,Let's Play Ballerina,1,2010,1,Deep Silver,0.02,0,0,0,0.03
14830,Disney Pla2 Fire & Rescue,17,2014,10,Disney Interactive Studios,0.01,0.01,0,0,0.03
14831,Dream Girl Premier,9,2015,7,Alchemist,0,0,0.03,0,0.03
14832,River King: Wonderful Journey,3,2005,1,505 Games,0.01,0.01,0,0,0.03
14833,Senran Kagura: Bon Appétit!,23,2014,7,Marvelous Entertainment,0,0,0.03,0,0.03
14834,Ducati Moto,13,2008,3,Vir2L Studios,0.02,0,0,0,0.03
14835,Justice League Heroes: The Flash,6,2006,10,Eidos Interactive,0.02,0.01,0,0,0.03
14836,Pop Cutie! Street Fashion Simulation (JP sales),13,2008,9,Tecmo Koei,0,0,0.03,0,0.03
14837,The Peanuts Movie: Snoopy's Grand Adventure,10,2015,10,Activision,0,0.02,0,0,0.03
14838,Kawasaki Snowmobiles,1,2008,3,Metro 3D,0.02,0,0,0,0.03
14839,Dungeon Siege II,21,2005,5,Microsoft Game Studios,0,0.02,0,0,0.03
14840,Bae Yong-joon to Manabu Kankokugo DS,13,2009,7,D3Publisher,0,0,0.03,0,0.03
14841,World War II Combat: Road To Berlin,20,2006,8,Groove Games,0.02,0.01,0,0,0.03
14842,Metal Saga,3,2005,5,Success,0.01,0.01,0,0,0.03
14843,Imagine: Sweet 16,13,2010,9,Ubisoft,0.02,0,0,0,0.03
14844,SWAT 4,21,2005,8,Vivendi Games,0,0.02,0,0,0.03
14845,Last Escort 2: Shinya no Amai Toge,3,2008,12,D3Publisher,0,0,0.03,0,0.03
14846,Pop'n Music 13 Carnival,3,2006,9,Konami Digital Entertainment,0,0,0.03,0,0.03
14847,Magicka Collection,21,2011,12,Unknown,0,0.02,0,0,0.03
14848,Bookworm,6,2004,6,Unknown,0.02,0.01,0,0,0.03
14849,Tokushu Houdoubu,23,2012,12,Nippon Ichi Software,0,0,0.03,0,0.03
14850,Terraria,17,2016,10,505 Games,0,0.02,0,0,0.03
14851,My DoItAll,13,2009,7,Tomy Corporation,0.02,0,0,0,0.03
14852,Legacy of Ys: Books I & II,13,N/A,5,Unknown,0.02,0,0,0,0.03
14853,Shakugan no Shana,3,2006,12,Media Works,0,0,0.03,0,0.03
14854,Monster Mayhem: Build and Battle,1,2009,9,Zushi Games,0.02,0,0,0,0.03
14855,I Heart Geeks,13,2011,6,CDV Software Entertainment,0.02,0,0,0,0.03
14856,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,13,2008,10,Spike,0,0,0.03,0,0.03
14857,The Lord of the Rings: Conquest,21,2009,10,Electronic Arts,0,0.02,0,0,0.03
14858,The King of Fighters: Maximum Impact - Maniax,20,N/A,11,Unknown,0.02,0.01,0,0,0.03
14859,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,16,2011,12,Idea Factory,0,0,0.03,0,0.03
14860,Little Busters! Converted Edition,23,2012,10,Prototype,0,0,0.03,0,0.03
14861,Hankou Shashin,31,1996,12,Imagineer,0,0,0.03,0,0.03
14862,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,23,2015,5,Idea Factory,0,0.01,0.01,0,0.03
14863,Marker Man Adventures,13,2009,2,Majesco Entertainment,0.02,0,0,0,0.03
14864,Capcom Digital Collection,5,2012,10,Capcom,0.02,0.01,0,0,0.03
14865,Pro Yakyuu Family Stadium,1,2008,1,Namco Bandai Games,0,0,0.03,0,0.03
14866,Open Season,3,2006,2,Ubisoft,0.01,0.01,0,0,0.03
14867,Monster Hunter Frontier Online: Forward 2,5,2011,5,Capcom,0,0,0.03,0,0.03
14868,Moyashimon DS,13,2009,10,Takara Tomy,0,0,0.03,0,0.03
14869,A Ressha de Gyoukou 2001,3,2001,9,ArtDink,0,0,0.03,0,0.03
14870,Diabolik Lovers: Lunatic Parade,23,2016,12,Idea Factory,0,0,0.03,0,0.03
14871,Let's Dance with Mel B,1,2011,1,Black Bean Games,0,0.02,0,0,0.03
14872,Battlestations: Pacific,21,2009,13,Eidos Interactive,0,0.02,0,0,0.03
14873,Neverwinter Nights 2,21,2006,5,Atari,0,0.02,0,0,0.03
14874,Starry ? Sky: In Autumn,16,2010,7,Asgard,0,0,0.03,0,0.03
14875,Battlefield 1942,21,2002,8,Electronic Arts,0.01,0.01,0,0,0.03
14876,Back to the Future: The Game,5,2015,12,Telltale Games,0.02,0.01,0,0,0.03
14877,Pitball,12,1996,1,Time Warner Interactive,0.01,0.01,0,0,0.03
14878,X-Men Origins: Wolverine - Uncaged Edition,21,2009,10,Activision,0.02,0,0,0,0.03
14879,Combat Wings: The Great Battles of W1,1,N/A,9,City Interactive,0.02,0,0,0,0.03
14880,D.C. III: Da Capo III,16,2013,12,Kadokawa Games,0,0,0.03,0,0.03
14881,Judge Dredd: Dredd Vs Death,3,2003,8,BAM! Entertainment,0.01,0.01,0,0,0.03
14882,Ocean Commander,1,2009,9,Valcon Games,0.02,0,0,0,0.03
14883,Drome Racers,6,2003,3,THQ,0.02,0.01,0,0,0.03
14884,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,16,2012,12,Idea Factory,0,0,0.03,0,0.03
14885,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,10,2015,7,Namco Bandai Games,0,0,0.03,0,0.03
14886,Tank Beat,13,2006,13,Midas Interactive Entertainment,0.01,0.01,0,0,0.03
14887,LEGO Pirates of the Caribbean: The Video Game,21,2011,10,Disney Interactive Studios,0.02,0,0,0,0.03
14888,Turbo: Super Stunt Squad,17,2013,1,D3Publisher,0,0.02,0,0,0.03
14889,Jurassic Park: Operation Ge2is,21,2003,9,Vivendi Games,0,0.02,0,0,0.03
14890,The Peanuts Movie: Snoopy's Grand Adventure,5,2015,10,Activision,0,0.02,0,0,0.03
14891,Tenkaichi * Sengoku Lovers,13,2010,12,Rocket Company,0,0,0.03,0,0.03
14892,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,4,2013,7,Paon Corporation,0,0,0.03,0,0.03
14893,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,3,2007,7,Sega,0,0,0.03,0,0.03
14894,Bode Miller Alpine Skiing,3,2006,1,Valcon Games,0.01,0.01,0,0,0.03
14895,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,6,2006,5,Marvelous Interactive,0,0,0.02,0,0.03
14896,R-Type Delta,12,1998,8,Irem Software Engineering,0.01,0.01,0,0,0.03
14897,Angelique: Maren no Rokukishi,16,2011,12,Idea Factory,0,0,0.03,0,0.03
14898,Soul Eater: Battle Resonance,16,2009,10,Namco Bandai Games,0,0,0.03,0,0.03
14899,Psycho-Pass: Mandatory Happi2s,10,2016,12,Nippon Ichi Software,0.02,0,0,0,0.03
14900,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,13,2008,7,D3Publisher,0,0,0.03,0,0.03
14901,The Great Battle Gaiden 2: Matsuri da Wasshoi,14,1994,10,Banpresto,0,0,0.03,0,0.03
14902,Napoleon Dynamite: The Game,13,2007,6,Crave Entertainment,0.02,0,0,0,0.03
14903,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,13,2008,9,Broccoli,0,0,0.03,0,0.03
14904,Rock 'N' Roll Adventures,1,2007,2,Popcorn Arcade,0.02,0,0,0,0.03
14905,War Gods,12,1996,11,GT Interactive,0.01,0.01,0,0,0.03
14906,Evangelion: Jo,3,2009,10,Namco Bandai Games,0,0,0.03,0,0.03
14907,Doki Oki,12,1995,12,Banpresto,0,0,0.02,0,0.03
14908,Gakuen Alice: WakuWaku * Happy Friends,13,2007,12,Kids Station,0,0,0.03,0,0.03
14909,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,23,2012,12,ChunSoft,0,0,0.03,0,0.03
14910,Konohana 2: Todoke Kanai Requiem,3,2002,12,Success,0,0,0.03,0,0.03
14911,Derby Time 2006,16,2006,1,Sony Computer Entertainment,0,0,0.03,0,0.03
14912,Yuusha Shisu.,23,2016,5,Nippon Ichi Software,0,0,0.02,0,0.02
14913,Monster Mayhem: Build and Battle,13,2009,9,Zushi Games,0.02,0,0,0,0.02
14914,Senjou no Waltz,23,2014,12,Idea Factory,0,0,0.02,0,0.02
14915,Chuck E. Cheese's Sports Games,1,2011,1,UFO Interactive,0.02,0,0,0,0.02
14916,Ghostbusters (2016),18,2016,10,Activision,0.02,0,0,0,0.02
14917,Stronghold 2 Deluxe,21,2005,13,Take-Two Interactive,0,0.02,0,0,0.02
14918,MAPLUS: Portable Navi 3,16,2009,7,Edia,0,0,0.02,0,0.02
14919,DEATH NOTE: L o Tsugu Mono,13,2007,12,Konami Digital Entertainment,0,0,0.02,0,0.02
14920,ZooCube,19,2002,6,Acclaim Entertainment,0.02,0,0,0,0.02
14921,Puppet Show 3: Lost Town,21,2011,6,Focus Home Interactive,0,0.02,0,0,0.02
14922,Star Wars: Empire at War - Forces of Corruption,21,2006,13,LucasArts,0,0.02,0,0,0.02
14923,Spy Hunter / Super Sprint,6,2005,3,Zoo Digital Publishing,0.02,0.01,0,0,0.02
14924,Otometeki Koi Kakumei * Love Revo! Portable,16,2010,12,Idea Factory,0,0,0.02,0,0.02
14925,Clover no Kuni no Alice: Wonderful Wonder World,3,2010,12,Prototype,0,0,0.02,0,0.02
14926,Room Zoom: Race for Impact,20,2004,3,Jaleco,0.02,0.01,0,0,0.02
14927,Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,23,2013,12,5pb,0,0,0.02,0,0.02
14928,Tube Slider,19,N/A,3,Unknown,0.02,0,0,0,0.02
14929,Ghost Pirates of Vooju Island,21,2009,12,DTP Entertainment,0,0.02,0,0,0.02
14930,America Oudan Ultra-Quiz,31,1995,7,Victor Interactive,0,0,0.02,0,0.02
14931,DoDonPachi Dai-Oujou: Black Label Extra,5,2009,8,5pb,0,0,0.02,0,0.02
14932,Mind Your Language: Learn English! / French! / German! / Spanish! /Japa2e!,13,2009,7,PlayV,0,0.02,0,0,0.02
14933,ParaWorld,21,2006,13,Deep Silver,0,0.02,0,0,0.02
14934,Tropico Reloaded,21,2009,13,Kalypso Media,0,0.02,0,0,0.02
14935,Shinseiki Evangelion: Battle Orchestra,3,2007,11,Broccoli,0,0,0.02,0,0.02
14936,Pharaoh,21,1998,13,Vivendi Games,0,0.02,0,0,0.02
14937,Vampire Mansion: Linda Hyde,13,2011,12,Unknown,0,0.02,0,0,0.02
14938,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,13,2008,10,Namco Bandai Games,0,0,0.02,0,0.02
14939,Battlefield 2: Modern Combat(JP sales),3,2005,8,Electronic Arts,0,0,0.02,0,0.02
14940,The Idolmaster: Gravure For You! Vol.7,4,2012,10,Namco Bandai Games,0,0,0.02,0,0.02
14941,Stake: Fortune Fighters,20,2003,11,Metro 3D,0.02,0.01,0,0,0.02
14942,Serious Sam Advance,6,2004,8,Global Star,0.02,0.01,0,0,0.02
14943,The Settlers: Rise of an Empire,21,2007,13,Ubisoft,0.01,0.01,0,0,0.02
14944,Let's Play Garden,1,2010,9,Deep Silver,0.02,0,0,0,0.02
14945,Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,4,N/A,12,N/A,0,0,0.02,0,0.02
14946,Pop'n Music 12 Iroha,3,2006,9,Konami Digital Entertainment,0,0,0.02,0,0.02
14947,BeatMania IIDX 11: IIDX Red,3,2006,9,Konami Digital Entertainment,0,0,0.02,0,0.02
14948,Warhammer Online: Age of Reckoning,21,2008,5,GOA,0,0.02,0,0,0.02
14949,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,19,2005,1,Konami Digital Entertainment,0,0,0.02,0,0.02
14950,Road Trip: The Arcade Edition,19,2002,3,Zoo Digital Publishing,0.02,0,0,0,0.02
14951,Juusanshi Engi Engetsu Sangokuden 2,16,2014,10,Idea Factory,0,0,0.02,0,0.02
14952,No More Heroes: Heroes' Paradise,5,2010,10,Marvelous Interactive,0,0,0.02,0,0.02
14953,Virtua Tennis: World Tour (jp sales),16,2005,1,Sega,0,0,0.02,0,0.02
14954,World Series of Poker 2008: Battle for the Bracelets,16,2007,7,Activision,0.02,0,0,0,0.02
14955,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,16,2012,10,5pb,0,0,0.02,0,0.02
14956,Cold War,20,2005,8,DreamCatcher Interactive,0.02,0.01,0,0,0.02
14957,Steel Battalion: Line of Contact,20,2004,9,Capcom,0.02,0.01,0,0,0.02
14958,Naruto Shippuden: Ultimate Ninja Storm Collection,4,2016,10,Namco Bandai Games,0,0.02,0,0,0.02
14959,Ken to Mahou to Gakuen Mono. 2G,4,2010,5,Acquire,0,0,0.02,0,0.02
14960,NBA Starting Five,20,2002,1,Konami Digital Entertainment,0.02,0.01,0,0,0.02
14961,Kami Naru Kimi to,16,2011,12,Idea Factory,0,0,0.02,0,0.02
14962,Spy Hunter: Nowhere To Run,3,2006,3,Midway Games,0.01,0.01,0,0,0.02
14963,LEGO Harry Potter: Years 1-4,21,2010,10,Warner Bros. Interactive Entertainment,0.01,0.01,0,0,0.02
14964,Ikki Tousen: Eloquent Fist,16,2008,11,Marvelous Interactive,0,0,0.02,0,0.02
14965,Viva Pinata,21,2007,9,Microsoft Game Studios,0,0.02,0,0,0.02
14966,Carmen Sandiego: The Secret of the Stolen Drums,20,2004,10,BAM! Entertainment,0.02,0.01,0,0,0.02
14967,Disney's Magical Quest 3 Starring Mickey and Donald,6,2003,10,Capcom,0.02,0.01,0,0,0.02
14968,Chili Con Carnage,16,2007,8,Eidos Interactive,0,0.02,0,0.01,0.02
14969,Bus Simulator 16,21,2016,9,Astragon,0,0.02,0,0,0.02
14970,Rengoku II:  The Stairway To H.E.A.V.E.N.,16,2006,10,Konami Digital Entertainment,0.02,0,0,0,0.02
14971,Teddy Together,9,2016,9,Nintendo,0,0.02,0,0,0.02
14972,Pony Luv,13,2008,9,GSP,0.02,0,0,0,0.02
14973,Strike Witches 2: Iyasu Naosu Punipunisuru,13,2010,10,Kadokawa Shoten,0,0,0.02,0,0.02
14974,Omega Quintet,10,2014,5,Compile Heart,0,0,0.02,0,0.02
14975,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,4,2015,10,Namco Bandai Games,0,0,0.02,0,0.02
14976,Demigod,21,2009,13,Atari,0,0.02,0,0,0.02
14977,The Voice,4,2014,10,Activision,0.02,0,0,0,0.02
14978,"Ed, Edd n Eddy: The Mis-Edventures",20,2005,2,Midway Games,0.02,0.01,0,0,0.02
14979,Bunmei Haruka: Aoiza Ibunroku,16,2011,10,FuRyu,0,0,0.02,0,0.02
14980,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,4,2015,12,Namco Bandai Games,0,0,0.02,0,0.02
14981,Blade Arcus from Shining EX,10,2015,11,Sega,0,0,0.02,0,0.02
14982,Vantage Master Portable,16,2008,5,Falcom Corporation,0,0,0.02,0,0.02
14983,Lilpri DS: Hime-Chen! Apple Pink,13,2010,12,Sega,0,0,0.02,0,0.02
14984,Star Trek Online,21,2010,5,Atari,0,0.02,0,0,0.02
14985,Rapala for Kinect,5,2011,1,Activision,0,0.02,0,0,0.02
14986,Rugby Challenge 3,5,2016,1,Alternative Software,0,0.02,0,0,0.02
14987,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",13,2008,7,D3Publisher,0,0,0.02,0,0.02
14988,Diabolik Lovers: Vandead Carnival,23,2014,10,Idea Factory,0,0,0.02,0,0.02
14989,O.M.G. 26 - Our Mini Games,13,2007,6,505 Games,0.02,0,0,0,0.02
14990,Ty the Tasmanian Tiger 3: Night of the Quinkan,20,2005,10,Zoo Digital Publishing,0.02,0.01,0,0,0.02
14991,AMF Xtreme Bowling,3,2006,1,Mastertronic,0.01,0.01,0,0,0.02
14992,Total Overdose: A Gunslinger's Tale in Mexico,20,2005,8,Eidos Interactive,0.02,0.01,0,0,0.02
14993,Bomberman Fantasy Race,12,1998,3,Virgin Interactive,0.01,0.01,0,0,0.02
14994,Colin McRae Rally 2.0,6,2002,3,Codemasters,0.02,0.01,0,0,0.02
14995,Carnage Heart EXA,16,2010,13,ArtDink,0,0,0.02,0,0.02
14996,Tropico 4: Modern Times,21,2012,13,Kalypso Media,0,0.02,0,0,0.02
14997,Europa Universalis III Complete,21,2008,13,Paradox Interactive,0,0.02,0,0,0.02
14998,Bugriders: The Race of Kings,12,1997,3,GT Interactive,0.01,0.01,0,0,0.02
14999,Bust-A-Move,25,1994,6,Micro Cabin,0,0,0.02,0,0.02
15000,1 de Asobu: Metroid Prime,1,N/A,8,Nintendo,0,0,0.02,0,0.02
15001,Payout Poker & Casino,16,N/A,7,Unknown,0.02,0,0,0,0.02
15002,1 de Asobu: Metroid Prime,1,N/A,8,Nintendo,0,0,0.02,0,0.02
15003,Wangan Midnight Portable,16,2007,3,Genki,0,0,0.02,0,0.02
15004,Cross Ange: Tenshi to Ryuu no Rondo tr.,23,2015,10,Namco Bandai Games,0,0,0.02,0,0.02
15005,Canvas 2,3,2006,12,Kadokawa Shoten,0,0,0.02,0,0.02
15006,Memories Off: Sorekara Again,3,2006,12,KID,0,0,0.02,0,0.02
15007,Tom Clancy's Rainbow Six: Vegas 2,21,2008,8,Ubisoft,0,0.02,0,0,0.02
15008,11eyes: CrossOver,5,2009,12,5pb,0,0,0.02,0,0.02
15009,Kenka Bancho Otome,23,2016,10,Screenlife,0,0,0.02,0,0.02
15010,Supermodel Makeover by Lauren Luke,13,2009,9,Avanquest,0,0.02,0,0,0.02
15011,George of the Jungle and the Search for the Secret,1,2008,2,Ignition Entertainment,0.02,0,0,0,0.02
15012,AirForce Delta Storm,6,2002,8,Konami Digital Entertainment,0.02,0.01,0,0,0.02
15013,Serious Sam HD: Gold Edition,5,2011,8,Mastertronic,0,0.02,0,0,0.02
15014,Peter Pan in Disney's Return to Never Land,12,2002,2,Sony Computer Entertainment,0.01,0.01,0,0,0.02
15015,Ferrari Challenge Trofeo Pirelli Deluxe,1,2009,3,System 3 Arcade Software,0,0.02,0,0,0.02
15016,Xenosaga I·II,13,2006,5,Namco Bandai Games,0,0,0.02,0,0.02
15017,SimCity Societies,21,2007,9,Electronic Arts,0,0.02,0,0,0.02
15018,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,1,2008,1,Hudson Soft,0,0,0.02,0,0.02
15019,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,4,2016,7,Namco Bandai Games,0,0,0.02,0,0.02
15020,Fishdom 2 Deluxe,21,2010,6,Rondomedia,0,0.02,0,0.01,0.02
15021,Kuusen II,3,2004,9,Kadokawa Shoten,0,0,0.02,0,0.02
15022,Cross Channel: In Memory of All People,5,2011,12,CyberFront,0,0,0.02,0,0.02
15023,Bomberman Story DS,13,2007,5,Rising Star Games,0,0,0.02,0,0.02
15024,Penguins of Madagascar,1,2014,10,Namco Bandai Games,0,0.02,0,0,0.02
15025,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,16,2010,12,Prototype,0,0,0.02,0,0.02
15026,Brothers in Arms: Hell's Highway,21,2008,8,Ubisoft,0,0.02,0,0,0.02
15027,Are You Alice?,16,2011,12,Idea Factory,0,0,0.02,0,0.02
15028,Future Tactics: The Uprising,19,2004,13,JoWood Productions,0.02,0,0,0,0.02
15029,Stronghold Crusader Extreme,21,2008,13,Gamecock,0,0.02,0,0,0.02
15030,Kensei: Sacred Fist,12,1997,11,Konami Digital Entertainment,0.01,0.01,0,0,0.02
15031,Backyard NFL Football,13,2007,1,Atari,0.02,0,0,0,0.02
15032,Okashi na Shima no Peter Pan: Sweet Never Land,16,2011,12,Quinrose,0,0,0.02,0,0.02
15033,Urakata Hakuoki,16,2013,12,Idea Factory,0,0,0.02,0,0.02
15034,Cities XL 2011,21,2010,9,Focus Home Interactive,0,0.02,0,0,0.02
15035,Kung Fu Panda,21,2008,10,Activision,0,0.02,0,0,0.02
15036,Gift: Prism,3,2006,12,Sweets,0,0,0.02,0,0.02
15037,PDC World Championship Darts: Pro Tour,5,2010,1,O-Games,0,0.02,0,0,0.02
15038,Shanghai: True Valor,12,1998,6,Activision,0.01,0.01,0,0,0.02
15039,Tokyo Xanadu eX+,10,2016,5,Nihon Falcom Corporation,0,0,0.02,0,0.02
15040,Major Dream: Major DS Dream Baseball,13,2008,1,Takara Tomy,0,0,0.02,0,0.02
15041,Steins;Gate: Senkei Kousoku no Phonogram,5,2013,12,5pb,0,0,0.02,0,0.02
15042,Thunderbirds,6,2004,8,Vivendi Games,0.02,0.01,0,0,0.02
15043,Winning Post 8 2015,23,2015,10,Tecmo Koei,0,0,0.02,0,0.02
15044,Vitamin Z Revolution,16,2010,12,D3Publisher,0,0,0.02,0,0.02
